Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
12,56,40608,SHEN,Shenandoah NP,2001
1,56,26668,SHEN,Shenandoah NP,2002
2,56,32594,SHEN,Shenandoah NP,2002
3,98,56411,SHEN,Shenandoah NP,2002
4,1260,89073,SHEN,Shenandoah NP,2002
5,1414,135704,SHEN,Shenandoah NP,2002
6,1260,164106,SHEN,Shenandoah NP,2002
7,1414,224404,SHEN,Shenandoah NP,2002
8,1414,195518,SHEN,Shenandoah NP,2002
9,1260,143243,SHEN,Shenandoah NP,2002
10,1414,193166,SHEN,Shenandoah NP,2002
11,1260,112214,SHEN,Shenandoah NP,2002
12,56,16143,SHEN,Shenandoah NP,2002
1,56,14899,SHEN,Shenandoah NP,2003
2,56,5115,SHEN,Shenandoah NP,2003
3,98,42356,SHEN,Shenandoah NP,2003
4,1260,83405,SHEN,Shenandoah NP,2003
5,1414,97130,SHEN,Shenandoah NP,2003
6,1260,126203,SHEN,Shenandoah NP,2003
7,1414,177960,SHEN,Shenandoah NP,2003
8,1414,176502,SHEN,Shenandoah NP,2003
9,1260,82865,SHEN,Shenandoah NP,2003
10,1414,245792,SHEN,Shenandoah NP,2003
11,1260,94173,SHEN,Shenandoah NP,2003
12,56,17550,SHEN,Shenandoah NP,2003
1,56,14864,SHEN,Shenandoah NP,2004
2,56,23956,SHEN,Shenandoah NP,2004
3,98,41044,SHEN,Shenandoah NP,2004
4,1260,96523,SHEN,Shenandoah NP,2004
5,1414,157617,SHEN,Shenandoah NP,2004
6,1260,143049,SHEN,Shenandoah NP,2004
7,1414,167700,SHEN,Shenandoah NP,2004
8,1414,171220,SHEN,Shenandoah NP,2004
9,1260,117324,SHEN,Shenandoah NP,2004
10,1414,240216,SHEN,Shenandoah NP,2004
11,1260,66531,SHEN,Shenandoah NP,2004
12,56,20956,SHEN,Shenandoah NP,2004
1,56,16573,SHEN,Shenandoah NP,2005
2,56,18263,SHEN,Shenandoah NP,2005
3,98,33382,SHEN,Shenandoah NP,2005
4,1260,64318,SHEN,Shenandoah NP,2005
5,1414,124297,SHEN,Shenandoah NP,2005
6,1260,131690,SHEN,Shenandoah NP,2005
7,1414,165894,SHEN,Shenandoah NP,2005
8,1414,145323,SHEN,Shenandoah NP,2005
9,1260,113659,SHEN,Shenandoah NP,2005
10,1414,161907,SHEN,Shenandoah NP,2005
11,1260,115249,SHEN,Shenandoah NP,2005
12,56,4357,SHEN,Shenandoah NP,2005
1,56,16328,SHEN,Shenandoah NP,2006
2,56,14081,SHEN,Shenandoah NP,2006
3,98,39156,SHEN,Shenandoah NP,2006
4,1260,78772,SHEN,Shenandoah NP,2006
5,1414,103065,SHEN,Shenandoah NP,2006
6,1260,109042,SHEN,Shenandoah NP,2006
7,1414,151457,SHEN,Shenandoah NP,2006
8,1414,137773,SHEN,Shenandoah NP,2006
9,1260,109449,SHEN,Shenandoah NP,2006
10,1414,233542,SHEN,Shenandoah NP,2006
11,1260,66421,SHEN,Shenandoah NP,2006
12,56,17064,SHEN,Shenandoah NP,2006
1,56,13113,SHEN,Shenandoah NP,2007
2,56,9149,SHEN,Shenandoah NP,2007
3,98,33699,SHEN,Shenandoah NP,2007
4,1260,67532,SHEN,Shenandoah NP,2007
5,1414,115809,SHEN,Shenandoah NP,2007
6,1260,125902,SHEN,Shenandoah NP,2007
7,1414,158668,SHEN,Shenandoah NP,2007
8,1414,135534,SHEN,Shenandoah NP,2007
9,1260,137702,SHEN,Shenandoah NP,2007
10,1414,206362,SHEN,Shenandoah NP,2007
11,1260,88971,SHEN,Shenandoah NP,2007
12,56,14786,SHEN,Shenandoah NP,2007
1,56,15983,SHEN,Shenandoah NP,2008
2,56,14836,SHEN,Shenandoah NP,2008
3,98,43857,SHEN,Shenandoah NP,2008
4,1260,56576,SHEN,Shenandoah NP,2008
5,1414,110812,SHEN,Shenandoah NP,2008
6,1260,121783,SHEN,Shenandoah NP,2008
7,1414,136795,SHEN,Shenandoah NP,2008
8,1414,159553,SHEN,Shenandoah NP,2008
9,1260,87459,SHEN,Shenandoah NP,2008
10,1414,220661,SHEN,Shenandoah NP,2008
11,1260,90168,SHEN,Shenandoah NP,2008
12,56,17395,SHEN,Shenandoah NP,2008
1,56,15414,SHEN,Shenandoah NP,2009
2,56,20070,SHEN,Shenandoah NP,2009
3,98,30970,SHEN,Shenandoah NP,2009
4,1260,77195,SHEN,Shenandoah NP,2009
5,1414,111110,SHEN,Shenandoah NP,2009
6,1260,121161,SHEN,Shenandoah NP,2009
7,1414,163916,SHEN,Shenandoah NP,2009
8,1414,160076,SHEN,Shenandoah NP,2009
9,1260,124997,SHEN,Shenandoah NP,2009
10,1414,217307,SHEN,Shenandoah NP,2009
11,1260,74013,SHEN,Shenandoah NP,2009
12,56,4752,SHEN,Shenandoah NP,2009
1,56,3576,SHEN,Shenandoah NP,2010
2,56,1144,SHEN,Shenandoah NP,2010
3,98,33230,SHEN,Shenandoah NP,2010
4,1260,94931,SHEN,Shenandoah NP,2010
5,1414,119576,SHEN,Shenandoah NP,2010
6,1260,127861,SHEN,Shenandoah NP,2010
7,1414,175626,SHEN,Shenandoah NP,2010
8,1414,163613,SHEN,Shenandoah NP,2010
9,1260,150140,SHEN,Shenandoah NP,2010
10,1414,281998,SHEN,Shenandoah NP,2010
11,1260,89312,SHEN,Shenandoah NP,2010
12,56,12379,SHEN,Shenandoah NP,2010
1,56,13019,SHEN,Shenandoah NP,2011
2,56,18224,SHEN,Shenandoah NP,2011
3,98,36600,SHEN,Shenandoah NP,2011
4,1260,91337,SHEN,Shenandoah NP,2011
5,1414,126032,SHEN,Shenandoah NP,2011
6,1260,137580,SHEN,Shenandoah NP,2011
7,1414,178786,SHEN,Shenandoah NP,2011
8,1414,146070,SHEN,Shenandoah NP,2011
9,1260,112131,SHEN,Shenandoah NP,2011
10,1414,238482,SHEN,Shenandoah NP,2011
11,1260,89114,SHEN,Shenandoah NP,2011
12,56,22508,SHEN,Shenandoah NP,2011
1,56,18017,SHEN,Shenandoah NP,2012
2,56,15954,SHEN,Shenandoah NP,2012
3,98,46454,SHEN,Shenandoah NP,2012
4,1260,94770,SHEN,Shenandoah NP,2012
5,1414,127124,SHEN,Shenandoah NP,2012
6,1260,142242,SHEN,Shenandoah NP,2012
7,1414,147518,SHEN,Shenandoah NP,2012
8,1414,149992,SHEN,Shenandoah NP,2012
9,1260,140267,SHEN,Shenandoah NP,2012
10,1414,235180,SHEN,Shenandoah NP,2012
11,1260,74648,SHEN,Shenandoah NP,2012
12,56,18034,SHEN,Shenandoah NP,2012
1,56,13786,SHEN,Shenandoah NP,2013
2,56,9620,SHEN,Shenandoah NP,2013
3,98,30481,SHEN,Shenandoah NP,2013
4,1260,101796,SHEN,Shenandoah NP,2013
5,1414,147819,SHEN,Shenandoah NP,2013
6,1260,136277,SHEN,Shenandoah NP,2013
7,1414,159170,SHEN,Shenandoah NP,2013
8,1414,168796,SHEN,Shenandoah NP,2013
9,1260,139508,SHEN,Shenandoah NP,2013
10,1414,112754,SHEN,Shenandoah NP,2013
11,1260,98409,SHEN,Shenandoah NP,2013
12,56,18089,SHEN,Shenandoah NP,2013
1,56,8052,SHEN,Shenandoah NP,2014
2,56,10115,SHEN,Shenandoah NP,2014
3,98,29951,SHEN,Shenandoah NP,2014
4,1260,91203,SHEN,Shenandoah NP,2014
5,1414,141445,SHEN,Shenandoah NP,2014
6,1260,142300,SHEN,Shenandoah NP,2014
7,1414,172792,SHEN,Shenandoah NP,2014
8,1414,180685,SHEN,Shenandoah NP,2014
9,1260,130281,SHEN,Shenandoah NP,2014
10,1414,252800,SHEN,Shenandoah NP,2014
11,1260,74015,SHEN,Shenandoah NP,2014
12,56,21682,SHEN,Shenandoah NP,2014
1,56,11278,SHEN,Shenandoah NP,2015
2,56,9610,SHEN,Shenandoah NP,2015
3,98,33194,SHEN,Shenandoah NP,2015
4,1260,88978,SHEN,Shenandoah NP,2015
5,1414,155018,SHEN,Shenandoah NP,2015
6,1260,138916,SHEN,Shenandoah NP,2015
7,1414,169303,SHEN,Shenandoah NP,2015
8,1414,194768,SHEN,Shenandoah NP,2015
9,1260,140852,SHEN,Shenandoah NP,2015
10,1414,257854,SHEN,Shenandoah NP,2015
11,1260,86953,SHEN,Shenandoah NP,2015
12,56,35149,SHEN,Shenandoah NP,2015
1,56,16626,SHEN,Shenandoah NP,2016
2,56,20687,SHEN,Shenandoah NP,2016
3,98,56390,SHEN,Shenandoah NP,2016
4,1260,93020,SHEN,Shenandoah NP,2016
5,1414,137816,SHEN,Shenandoah NP,2016
6,1260,158017,SHEN,Shenandoah NP,2016
7,1414,195953,SHEN,Shenandoah NP,2016
8,1414,176133,SHEN,Shenandoah NP,2016
9,1260,147462,SHEN,Shenandoah NP,2016
10,1414,263082,SHEN,Shenandoah NP,2016
11,1260,142558,SHEN,Shenandoah NP,2016
12,56,29597,SHEN,Shenandoah NP,2016
1,56,19961,SHEN,Shenandoah NP,2017
2,56,43927,SHEN,Shenandoah NP,2017
3,98,44352,SHEN,Shenandoah NP,2017
4,1260,122666,SHEN,Shenandoah NP,2017
5,1414,136232,SHEN,Shenandoah NP,2017
6,1260,163193,SHEN,Shenandoah NP,2017
7,1414,199031,SHEN,Shenandoah NP,2017
8,1414,187626,SHEN,Shenandoah NP,2017
9,1260,156788,SHEN,Shenandoah NP,2017
10,1414,244484,SHEN,Shenandoah NP,2017
11,1260,114778,SHEN,Shenandoah NP,2017
12,56,25836,SHEN,Shenandoah NP,2017
1,56,23798,SHEN,Shenandoah NP,2018
2,56,19335,SHEN,Shenandoah NP,2018
3,98,46587,SHEN,Shenandoah NP,2018
4,1260,83868,SHEN,Shenandoah NP,2018
5,1414,132856,SHEN,Shenandoah NP,2018
6,1260,149418,SHEN,Shenandoah NP,2018
7,1414,178769,SHEN,Shenandoah NP,2018
8,1414,175955,SHEN,Shenandoah NP,2018
9,1260,109786,SHEN,Shenandoah NP,2018
10,1414,202362,SHEN,Shenandoah NP,2018
11,1260,119320,SHEN,Shenandoah NP,2018
12,56,22826,SHEN,Shenandoah NP,2018
1,56,20245,SHEN,Shenandoah NP,2019
2,56,10264,SHEN,Shenandoah NP,2019
3,98,38601,SHEN,Shenandoah NP,2019
4,1260,102672,SHEN,Shenandoah NP,2019
5,1414,150297,SHEN,Shenandoah NP,2019
6,1260,170492,SHEN,Shenandoah NP,2019
7,1414,167335,SHEN,Shenandoah NP,2019
8,1414,195579,SHEN,Shenandoah NP,2019
9,1260,176271,SHEN,Shenandoah NP,2019
10,1414,236554,SHEN,Shenandoah NP,2019
11,1260,127014,SHEN,Shenandoah NP,2019
12,56,30183,SHEN,Shenandoah NP,2019
1,56,27236,SHEN,Shenandoah NP,2020
2,56,35473,SHEN,Shenandoah NP,2020
3,98,133333,SHEN,Shenandoah NP,2020
4,1260,11514,SHEN,Shenandoah NP,2020
5,1414,46903,SHEN,Shenandoah NP,2020
6,1260,180311,SHEN,Shenandoah NP,2020
7,1414,244677,SHEN,Shenandoah NP,2020
8,1414,222592,SHEN,Shenandoah NP,2020
9,1260,202100,SHEN,Shenandoah NP,2020
10,1414,365398,SHEN,Shenandoah NP,2020
11,1260,152674,SHEN,Shenandoah NP,2020
12,56,44054,SHEN,Shenandoah NP,2020
1,56,37588,SHEN,Shenandoah NP,2021
2,56,9991,SHEN,Shenandoah NP,2021
3,98,76682,SHEN,Shenandoah NP,2021
4,1260,117830,SHEN,Shenandoah NP,2021
5,1414,152924,SHEN,Shenandoah NP,2021
6,1260,162890,SHEN,Shenandoah NP,2021
7,1414,198114,SHEN,Shenandoah NP,2021
8,1414,165056,SHEN,Shenandoah NP,2021
9,1260,161016,SHEN,Shenandoah NP,2021
10,1414,295326,SHEN,Shenandoah NP,2021
11,1260,168956,SHEN,Shenandoah NP,2021
12,56,45939,SHEN,Shenandoah NP,2021
1,56,13592,SHEN,Shenandoah NP,2022
2,56,34383,SHEN,Shenandoah NP,2022
3,98,56623,SHEN,Shenandoah NP,2022
4,1260,115883,SHEN,Shenandoah NP,2022
5,1414,135836,SHEN,Shenandoah NP,2022
6,1260,165442,SHEN,Shenandoah NP,2022
7,1414,184485,SHEN,Shenandoah NP,2022
8,1414,164375,SHEN,Shenandoah NP,2022
9,1260,145704,SHEN,Shenandoah NP,2022
10,1414,298672,SHEN,Shenandoah NP,2022
11,1260,114473,SHEN,Shenandoah NP,2022
12,56,19832,SHEN,Shenandoah NP,2022
1,56,33275,SHEN,Shenandoah NP,2023
2,56,38840,SHEN,Shenandoah NP,2023
3,98,53571,SHEN,Shenandoah NP,2023
4,1260,130282,SHEN,Shenandoah NP,2023
5,1414,166908,SHEN,Shenandoah NP,2023
6,1260,160576,SHEN,Shenandoah NP,2023
7,1414,193381,SHEN,Shenandoah NP,2023
8,1414,166471,SHEN,Shenandoah NP,2023
9,1260,146808,SHEN,Shenandoah NP,2023
10,1414,308222,SHEN,Shenandoah NP,2023
11,1260,138453,SHEN,Shenandoah NP,2023
12,56,39221,SHEN,Shenandoah NP,2023
1,10,6156,GLAC,Glacier NP,1980
2,50,6156,GLAC,Glacier NP,1980
3,95,8900,GLAC,Glacier NP,1980
4,95,21109,GLAC,Glacier NP,1980
5,50,67903,GLAC,Glacier NP,1980
6,40,237851,GLAC,Glacier NP,1980
7,40,446853,GLAC,Glacier NP,1980
8,50,423107,GLAC,Glacier NP,1980
9,200,151586,GLAC,Glacier NP,1980
10,300,78063,GLAC,Glacier NP,1980
11,30,22503,GLAC,Glacier NP,1980
12,0,4391,GLAC,Glacier NP,1980
1,10,8964,GLAC,Glacier NP,1981
2,10,8278,GLAC,Glacier NP,1981
3,10,15483,GLAC,Glacier NP,1981
4,10,26804,GLAC,Glacier NP,1981
5,20,75907,GLAC,Glacier NP,1981
6,40,260397,GLAC,Glacier NP,1981
7,40,571302,GLAC,Glacier NP,1981
8,48,510227,GLAC,Glacier NP,1981
9,54,201982,GLAC,Glacier NP,1981
10,48,61304,GLAC,Glacier NP,1981
11,20,37964,GLAC,Glacier NP,1981
12,10,7911,GLAC,Glacier NP,1981
1,10,5368,GLAC,Glacier NP,1982
2,5,5463,GLAC,Glacier NP,1982
3,20,9761,GLAC,Glacier NP,1982
4,7,20038,GLAC,Glacier NP,1982
5,32,57529,GLAC,Glacier NP,1982
6,45,237560,GLAC,Glacier NP,1982
7,40,529862,GLAC,Glacier NP,1982
8,37,513554,GLAC,Glacier NP,1982
9,40,196896,GLAC,Glacier NP,1982
10,40,65203,GLAC,Glacier NP,1982
11,20,18752,GLAC,Glacier NP,1982
12,20,6128,GLAC,Glacier NP,1982
1,0,7183,GLAC,Glacier NP,1983
2,0,7178,GLAC,Glacier NP,1983
3,0,12116,GLAC,Glacier NP,1983
4,423,26414,GLAC,Glacier NP,1983
5,189,87249,GLAC,Glacier NP,1983
6,346,310923,GLAC,Glacier NP,1983
7,596,689489,GLAC,Glacier NP,1983
8,497,673399,GLAC,Glacier NP,1983
9,895,280628,GLAC,Glacier NP,1983
10,40,63185,GLAC,Glacier NP,1983
11,40,39810,GLAC,Glacier NP,1983
12,20,6273,GLAC,Glacier NP,1983
1,20,6468,GLAC,Glacier NP,1984
2,20,9255,GLAC,Glacier NP,1984
3,20,12067,GLAC,Glacier NP,1984
4,20,31817,GLAC,Glacier NP,1984
5,20,62456,GLAC,Glacier NP,1984
6,1203,321531,GLAC,Glacier NP,1984
7,2668,628414,GLAC,Glacier NP,1984
8,2913,545651,GLAC,Glacier NP,1984
9,981,221746,GLAC,Glacier NP,1984
10,40,70526,GLAC,Glacier NP,1984
11,20,29100,GLAC,Glacier NP,1984
12,20,7672,GLAC,Glacier NP,1984
1,20,4720,GLAC,Glacier NP,1985
2,20,5587,GLAC,Glacier NP,1985
3,20,12084,GLAC,Glacier NP,1985
4,20,36976,GLAC,Glacier NP,1985
5,20,91914,GLAC,Glacier NP,1985
6,1440,296523,GLAC,Glacier NP,1985
7,2339,487859,GLAC,Glacier NP,1985
8,2086,423209,GLAC,Glacier NP,1985
9,2399,142337,GLAC,Glacier NP,1985
10,80,61381,GLAC,Glacier NP,1985
11,20,36941,GLAC,Glacier NP,1985
12,20,3480,GLAC,Glacier NP,1985
1,20,5442,GLAC,Glacier NP,1986
2,20,3725,GLAC,Glacier NP,1986
3,20,10192,GLAC,Glacier NP,1986
4,20,26049,GLAC,Glacier NP,1986
5,40,90992,GLAC,Glacier NP,1986
6,1089,270600,GLAC,Glacier NP,1986
7,2064,465816,GLAC,Glacier NP,1986
8,2175,459919,GLAC,Glacier NP,1986
9,1110,148825,GLAC,Glacier NP,1986
10,80,71771,GLAC,Glacier NP,1986
11,20,18347,GLAC,Glacier NP,1986
12,20,7473,GLAC,Glacier NP,1986
1,20,6541,GLAC,Glacier NP,1987
2,20,7118,GLAC,Glacier NP,1987
3,20,8354,GLAC,Glacier NP,1987
4,20,29332,GLAC,Glacier NP,1987
5,80,88708,GLAC,Glacier NP,1987
6,1247,282364,GLAC,Glacier NP,1987
7,2481,501229,GLAC,Glacier NP,1987
8,2512,436118,GLAC,Glacier NP,1987
9,1153,200384,GLAC,Glacier NP,1987
10,20,67647,GLAC,Glacier NP,1987
11,20,25070,GLAC,Glacier NP,1987
12,20,7872,GLAC,Glacier NP,1987
1,20,6306,GLAC,Glacier NP,1988
2,20,8433,GLAC,Glacier NP,1988
3,20,10256,GLAC,Glacier NP,1988
4,20,25452,GLAC,Glacier NP,1988
5,183,79954,GLAC,Glacier NP,1988
6,1861,290208,GLAC,Glacier NP,1988
7,2156,583916,GLAC,Glacier NP,1988
8,2098,508564,GLAC,Glacier NP,1988
9,1114,204186,GLAC,Glacier NP,1988
10,119,75624,GLAC,Glacier NP,1988
11,20,18150,GLAC,Glacier NP,1988
12,20,6684,GLAC,Glacier NP,1988
1,20,7524,GLAC,Glacier NP,1989
2,20,7237,GLAC,Glacier NP,1989
3,20,12111,GLAC,Glacier NP,1989
4,20,25457,GLAC,Glacier NP,1989
5,249,71760,GLAC,Glacier NP,1989
6,1562,300384,GLAC,Glacier NP,1989
7,2435,586500,GLAC,Glacier NP,1989
8,2261,499464,GLAC,Glacier NP,1989
9,832,236284,GLAC,Glacier NP,1989
10,145,54142,GLAC,Glacier NP,1989
11,20,13320,GLAC,Glacier NP,1989
12,20,7340,GLAC,Glacier NP,1989
1,20,7286,GLAC,Glacier NP,1990
2,20,7738,GLAC,Glacier NP,1990
3,20,14021,GLAC,Glacier NP,1990
4,20,24443,GLAC,Glacier NP,1990
5,58,81628,GLAC,Glacier NP,1990
6,1651,288607,GLAC,Glacier NP,1990
7,1840,627322,GLAC,Glacier NP,1990
8,1638,593055,GLAC,Glacier NP,1990
9,633,280411,GLAC,Glacier NP,1990
10,20,42362,GLAC,Glacier NP,1990
11,20,16718,GLAC,Glacier NP,1990
12,20,3146,GLAC,Glacier NP,1990
1,20,4936,GLAC,Glacier NP,1991
2,20,8447,GLAC,Glacier NP,1991
3,20,10704,GLAC,Glacier NP,1991
4,20,24405,GLAC,Glacier NP,1991
5,490,82333,GLAC,Glacier NP,1991
6,1744,300610,GLAC,Glacier NP,1991
7,2132,646943,GLAC,Glacier NP,1991
8,2119,643324,GLAC,Glacier NP,1991
9,894,286582,GLAC,Glacier NP,1991
10,20,71872,GLAC,Glacier NP,1991
11,20,9971,GLAC,Glacier NP,1991
12,20,6839,GLAC,Glacier NP,1991
1,20,7177,GLAC,Glacier NP,1992
2,20,8995,GLAC,Glacier NP,1992
3,20,20027,GLAC,Glacier NP,1992
4,20,34501,GLAC,Glacier NP,1992
5,379,133553,GLAC,Glacier NP,1992
6,1914,366534,GLAC,Glacier NP,1992
7,1816,647193,GLAC,Glacier NP,1992
8,1578,609629,GLAC,Glacier NP,1992
9,637,285958,GLAC,Glacier NP,1992
10,20,68290,GLAC,Glacier NP,1992
11,20,12410,GLAC,Glacier NP,1992
12,20,5500,GLAC,Glacier NP,1992
1,20,7080,GLAC,Glacier NP,1993
2,20,9402,GLAC,Glacier NP,1993
3,20,14808,GLAC,Glacier NP,1993
4,20,26675,GLAC,Glacier NP,1993
5,36,113148,GLAC,Glacier NP,1993
6,1290,340288,GLAC,Glacier NP,1993
7,1271,626668,GLAC,Glacier NP,1993
8,1209,624559,GLAC,Glacier NP,1993
9,656,288356,GLAC,Glacier NP,1993
10,20,71304,GLAC,Glacier NP,1993
11,20,11216,GLAC,Glacier NP,1993
12,20,8200,GLAC,Glacier NP,1993
1,20,8625,GLAC,Glacier NP,1994
2,20,6922,GLAC,Glacier NP,1994
3,20,17906,GLAC,Glacier NP,1994
4,20,26334,GLAC,Glacier NP,1994
5,111,114236,GLAC,Glacier NP,1994
6,1130,327882,GLAC,Glacier NP,1994
7,1375,666871,GLAC,Glacier NP,1994
8,1230,595936,GLAC,Glacier NP,1994
9,675,309585,GLAC,Glacier NP,1994
10,20,62171,GLAC,Glacier NP,1994
11,20,8434,GLAC,Glacier NP,1994
12,20,8087,GLAC,Glacier NP,1994
1,20,8441,GLAC,Glacier NP,1995
2,20,10573,GLAC,Glacier NP,1995
3,20,16013,GLAC,Glacier NP,1995
4,20,25869,GLAC,Glacier NP,1995
5,151,110206,GLAC,Glacier NP,1995
6,1869,249808,GLAC,Glacier NP,1995
7,2989,552643,GLAC,Glacier NP,1995
8,3601,515842,GLAC,Glacier NP,1995
9,1447,289248,GLAC,Glacier NP,1995
10,20,51025,GLAC,Glacier NP,1995
11,20,7395,GLAC,Glacier NP,1995
12,20,2455,GLAC,Glacier NP,1995
1,20,5227,GLAC,Glacier NP,1996
2,20,11058,GLAC,Glacier NP,1996
3,20,12934,GLAC,Glacier NP,1996
4,80,25388,GLAC,Glacier NP,1996
5,581,100027,GLAC,Glacier NP,1996
6,2780,251397,GLAC,Glacier NP,1996
7,3964,515064,GLAC,Glacier NP,1996
8,3908,477618,GLAC,Glacier NP,1996
9,2409,254310,GLAC,Glacier NP,1996
10,812,60231,GLAC,Glacier NP,1996
11,80,2589,GLAC,Glacier NP,1996
12,80,4962,GLAC,Glacier NP,1996
1,20,6591,GLAC,Glacier NP,1997
2,20,8618,GLAC,Glacier NP,1997
3,20,11710,GLAC,Glacier NP,1997
4,20,16116,GLAC,Glacier NP,1997
5,323,64446,GLAC,Glacier NP,1997
6,5734,209675,GLAC,Glacier NP,1997
7,3169,517028,GLAC,Glacier NP,1997
8,2852,517010,GLAC,Glacier NP,1997
9,1622,281018,GLAC,Glacier NP,1997
10,591,53262,GLAC,Glacier NP,1997
11,20,15168,GLAC,Glacier NP,1997
12,20,8214,GLAC,Glacier NP,1997
1,20,7481,GLAC,Glacier NP,1998
2,20,9686,GLAC,Glacier NP,1998
3,20,13316,GLAC,Glacier NP,1998
4,20,24166,GLAC,Glacier NP,1998
5,328,89146,GLAC,Glacier NP,1998
6,2558,255237,GLAC,Glacier NP,1998
7,3004,540488,GLAC,Glacier NP,1998
8,2773,528716,GLAC,Glacier NP,1998
9,1308,286602,GLAC,Glacier NP,1998
10,416,57164,GLAC,Glacier NP,1998
11,20,12029,GLAC,Glacier NP,1998
12,20,6913,GLAC,Glacier NP,1998
1,20,7050,GLAC,Glacier NP,1999
2,20,8371,GLAC,Glacier NP,1999
3,20,13788,GLAC,Glacier NP,1999
4,20,20112,GLAC,Glacier NP,1999
5,118,81002,GLAC,Glacier NP,1999
6,1775,232339,GLAC,Glacier NP,1999
7,3123,526595,GLAC,Glacier NP,1999
8,2455,491717,GLAC,Glacier NP,1999
9,1624,232246,GLAC,Glacier NP,1999
10,20,50378,GLAC,Glacier NP,1999
11,80,13484,GLAC,Glacier NP,1999
12,20,7522,GLAC,Glacier NP,1999
1,80,8118,GLAC,Glacier NP,2000
2,80,8656,GLAC,Glacier NP,2000
3,80,12112,GLAC,Glacier NP,2000
4,20,20796,GLAC,Glacier NP,2000
5,20,86594,GLAC,Glacier NP,2000
6,2500,243723,GLAC,Glacier NP,2000
7,2587,514937,GLAC,Glacier NP,2000
8,2536,522578,GLAC,Glacier NP,2000
9,1463,231886,GLAC,Glacier NP,2000
10,20,59849,GLAC,Glacier NP,2000
11,20,11922,GLAC,Glacier NP,2000
12,20,7522,GLAC,Glacier NP,2000
1,20,8380,GLAC,Glacier NP,2001
2,20,8451,GLAC,Glacier NP,2001
3,20,13677,GLAC,Glacier NP,2001
4,20,18388,GLAC,Glacier NP,2001
5,20,90692,GLAC,Glacier NP,2001
6,1321,230625,GLAC,Glacier NP,2001
7,1494,490693,GLAC,Glacier NP,2001
8,2560,485240,GLAC,Glacier NP,2001
9,1980,261525,GLAC,Glacier NP,2001
10,25,53852,GLAC,Glacier NP,2001
11,20,15704,GLAC,Glacier NP,2001
12,20,3387,GLAC,Glacier NP,2001
1,20,6171,GLAC,Glacier NP,2002
2,20,9065,GLAC,Glacier NP,2002
3,20,9097,GLAC,Glacier NP,2002
4,20,18887,GLAC,Glacier NP,2002
5,356,82027,GLAC,Glacier NP,2002
6,1347,225695,GLAC,Glacier NP,2002
7,1632,585823,GLAC,Glacier NP,2002
8,1382,549161,GLAC,Glacier NP,2002
9,611,305959,GLAC,Glacier NP,2002
10,182,87651,GLAC,Glacier NP,2002
11,53,17819,GLAC,Glacier NP,2002
12,2,8334,GLAC,Glacier NP,2002
1,23,9321,GLAC,Glacier NP,2003
2,30,17673,GLAC,Glacier NP,2003
3,46,12414,GLAC,Glacier NP,2003
4,68,31312,GLAC,Glacier NP,2003
5,701,97852,GLAC,Glacier NP,2003
6,2224,370232,GLAC,Glacier NP,2003
7,2020,490284,GLAC,Glacier NP,2003
8,1750,261481,GLAC,Glacier NP,2003
9,943,235172,GLAC,Glacier NP,2003
10,0,107295,GLAC,Glacier NP,2003
11,0,20937,GLAC,Glacier NP,2003
12,0,10073,GLAC,Glacier NP,2003
1,0,8647,GLAC,Glacier NP,2004
2,0,12512,GLAC,Glacier NP,2004
3,0,16805,GLAC,Glacier NP,2004
4,0,54898,GLAC,Glacier NP,2004
5,345,116163,GLAC,Glacier NP,2004
6,2354,281589,GLAC,Glacier NP,2004
7,1494,541644,GLAC,Glacier NP,2004
8,2691,602042,GLAC,Glacier NP,2004
9,1453,288378,GLAC,Glacier NP,2004
10,689,89257,GLAC,Glacier NP,2004
11,46,11824,GLAC,Glacier NP,2004
12,23,10174,GLAC,Glacier NP,2004
1,6,7444,GLAC,Glacier NP,2005
2,48,12496,GLAC,Glacier NP,2005
3,50,16490,GLAC,Glacier NP,2005
4,79,54609,GLAC,Glacier NP,2005
5,509,131566,GLAC,Glacier NP,2005
6,2635,286605,GLAC,Glacier NP,2005
7,3155,561774,GLAC,Glacier NP,2005
8,3095,498836,GLAC,Glacier NP,2005
9,1649,269149,GLAC,Glacier NP,2005
10,640,64658,GLAC,Glacier NP,2005
11,50,11848,GLAC,Glacier NP,2005
12,26,9626,GLAC,Glacier NP,2005
1,0,10009,GLAC,Glacier NP,2006
2,0,10702,GLAC,Glacier NP,2006
3,50,12439,GLAC,Glacier NP,2006
4,210,23373,GLAC,Glacier NP,2006
5,442,100842,GLAC,Glacier NP,2006
6,2398,324244,GLAC,Glacier NP,2006
7,2025,587137,GLAC,Glacier NP,2006
8,1849,493092,GLAC,Glacier NP,2006
9,1000,287424,GLAC,Glacier NP,2006
10,306,87759,GLAC,Glacier NP,2006
11,71,16606,GLAC,Glacier NP,2006
12,54,10772,GLAC,Glacier NP,2006
1,90,12167,GLAC,Glacier NP,2007
2,0,12086,GLAC,Glacier NP,2007
3,26,26534,GLAC,Glacier NP,2007
4,44,34659,GLAC,Glacier NP,2007
5,1100,137220,GLAC,Glacier NP,2007
6,2042,341317,GLAC,Glacier NP,2007
7,3095,621046,GLAC,Glacier NP,2007
8,1824,492343,GLAC,Glacier NP,2007
9,2249,311589,GLAC,Glacier NP,2007
